Server,Keyword,Search Time,Execution Time,Total Time,Rows Fetched
srv03952.soton.ac.uk,carpal,"4 16:05:15.086, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03929 srv03934 srv03921', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03921') GQ WHERE (Search_Parameters = 'carpal,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=4321F20E",309432,309585,4267
srv03953.soton.ac.uk,carpal,228422,309432,309585,4267
srv03954.soton.ac.uk,carpal,213982,309432,309585,4267
srv03812.soton.ac.uk,diabetes,8454,324745,349907,21006
srv03916.soton.ac.uk,diabetes,273408,324745,349907,21006
srv03917.soton.ac.uk,diabetes,383801,324745,349907,21006
srv03918.soton.ac.uk,diabetes,379053,324745,349907,21006
srv03919.soton.ac.uk,diabetes,247196,324745,349907,21006
srv03920.soton.ac.uk,diabetes,231141,324745,349907,21006
srv03921.soton.ac.uk,diabetes,306876,324745,349907,21006
srv03922.soton.ac.uk,diabetes,226781,324745,349907,21006
srv03923.soton.ac.uk,diabetes,292111,324745,349907,21006
srv03924.soton.ac.uk,diabetes,"4 16:33:56.001, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03926', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03926') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",324745,349907,21006
srv03925.soton.ac.uk,diabetes,278325,324745,349907,21006
srv03926.soton.ac.uk,diabetes,296510,324745,349907,21006
srv03927.soton.ac.uk,diabetes,243688,324745,349907,21006
srv03928.soton.ac.uk,diabetes,226247,324745,349907,21006
srv03929.soton.ac.uk,diabetes,250828,324745,349907,21006
srv03930.soton.ac.uk,diabetes,217321,324745,349907,21006
srv03931.soton.ac.uk,diabetes,241105,324745,349907,21006
srv03932.soton.ac.uk,diabetes,264973,324745,349907,21006
srv03933.soton.ac.uk,diabetes,243979,324745,349907,21006
srv03934.soton.ac.uk,diabetes,251808,324745,349907,21006
srv03935.soton.ac.uk,diabetes,257862,324745,349907,21006
srv03936.soton.ac.uk,diabetes,275727,324745,349907,21006
srv03937.soton.ac.uk,diabetes,267022,324745,349907,21006
srv03938.soton.ac.uk,diabetes,247644,324745,349907,21006
srv03939.soton.ac.uk,diabetes,275427,324745,349907,21006
srv03940.soton.ac.uk,diabetes,srv03812:1708792435884:3,324745,349907,21006
srv03941.soton.ac.uk,diabetes,252587,324745,349907,21006
srv03942.soton.ac.uk,diabetes,215388,324745,349907,21006
srv03943.soton.ac.uk,diabetes,245829,324745,349907,21006
srv03944.soton.ac.uk,diabetes,252321,324745,349907,21006
srv03945.soton.ac.uk,diabetes,261632,324745,349907,21006
srv03946.soton.ac.uk,diabetes,203166,324745,349907,21006
srv03947.soton.ac.uk,diabetes,277104,324745,349907,21006
srv03948.soton.ac.uk,diabetes,283989,324745,349907,21006
srv03949.soton.ac.uk,diabetes,230076,324745,349907,21006
srv03950.soton.ac.uk,diabetes,324555,324745,349907,21006
srv03951.soton.ac.uk,diabetes,207777,324745,349907,21006
srv03952.soton.ac.uk,diabetes,"4 16:33:55.995, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03919 srv03921', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03921') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",324745,349907,21006
srv03953.soton.ac.uk,diabetes,249879,324745,349907,21006
srv03954.soton.ac.uk,diabetes,235525,324745,349907,21006
======================================================================
srv03812.soton.ac.uk,diabetes,9216,599074,601574,22755
srv03813.soton.ac.uk,diabetes,"4 17:26:56.108, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03814', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03814') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03814.soton.ac.uk,diabetes,"4 17:26:56.104, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03920 srv03913', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03913') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03815.soton.ac.uk,diabetes,"4 17:26:56.06, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03814', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03814') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03816.soton.ac.uk,diabetes,"4 17:26:56.049, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03814', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03814') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03911.soton.ac.uk,diabetes,"4 17:26:56.077, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03814', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03814') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03912.soton.ac.uk,diabetes,"4 17:26:56.033, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03949 srv03914 srv03924', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03924') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03913.soton.ac.uk,diabetes,"4 17:26:56.135, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03813 srv03815', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03815') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03914.soton.ac.uk,diabetes,"4 17:26:55.988, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03930 srv03921', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03921') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03915.soton.ac.uk,diabetes,srv03812:1708795615759:0,599074,601574,22755
srv03916.soton.ac.uk,diabetes,232907,599074,601574,22755
srv03917.soton.ac.uk,diabetes,244035,599074,601574,22755
srv03918.soton.ac.uk,diabetes,300497,599074,601574,22755
srv03919.soton.ac.uk,diabetes,259436,599074,601574,22755
srv03920.soton.ac.uk,diabetes,235380,599074,601574,22755
srv03921.soton.ac.uk,diabetes,236363,599074,601574,22755
srv03922.soton.ac.uk,diabetes,250112,599074,601574,22755
srv03923.soton.ac.uk,diabetes,274610,599074,601574,22755
srv03924.soton.ac.uk,diabetes,598538,599074,601574,22755
srv03925.soton.ac.uk,diabetes,282546,599074,601574,22755
srv03926.soton.ac.uk,diabetes,298071,599074,601574,22755
srv03927.soton.ac.uk,diabetes,245492,599074,601574,22755
srv03928.soton.ac.uk,diabetes,222597,599074,601574,22755
srv03929.soton.ac.uk,diabetes,265098,599074,601574,22755
srv03930.soton.ac.uk,diabetes,215551,599074,601574,22755
srv03931.soton.ac.uk,diabetes,236075,599074,601574,22755
srv03932.soton.ac.uk,diabetes,275938,599074,601574,22755
srv03933.soton.ac.uk,diabetes,261729,599074,601574,22755
srv03934.soton.ac.uk,diabetes,258900,599074,601574,22755
srv03935.soton.ac.uk,diabetes,236873,599074,601574,22755
srv03936.soton.ac.uk,diabetes,265667,599074,601574,22755
srv03937.soton.ac.uk,diabetes,326009,599074,601574,22755
srv03938.soton.ac.uk,diabetes,230749,599074,601574,22755
srv03939.soton.ac.uk,diabetes,264831,599074,601574,22755
srv03940.soton.ac.uk,diabetes,"4 17:26:56.057, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03915 srv03916 srv03936', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03936') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03941.soton.ac.uk,diabetes,248772,599074,601574,22755
srv03942.soton.ac.uk,diabetes,218539,599074,601574,22755
srv03943.soton.ac.uk,diabetes,250076,599074,601574,22755
srv03944.soton.ac.uk,diabetes,253483,599074,601574,22755
srv03945.soton.ac.uk,diabetes,265207,599074,601574,22755
srv03946.soton.ac.uk,diabetes,206545,599074,601574,22755
srv03947.soton.ac.uk,diabetes,315046,599074,601574,22755
srv03948.soton.ac.uk,diabetes,280754,599074,601574,22755
srv03949.soton.ac.uk,diabetes,237803,599074,601574,22755
srv03950.soton.ac.uk,diabetes,280900,599074,601574,22755
srv03951.soton.ac.uk,diabetes,212603,599074,601574,22755
srv03952.soton.ac.uk,diabetes,"4 17:26:56.004, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03915 srv03916', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03916') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",599074,601574,22755
srv03953.soton.ac.uk,diabetes,253930,599074,601574,22755
srv03954.soton.ac.uk,diabetes,243767,599074,601574,22755
srv03955.soton.ac.uk,diabetes,srv03812:1708795615759:0,599074,601574,22755
srv03812.soton.ac.uk,diabetes,8673,601498,603800,22903
srv03813.soton.ac.uk,diabetes,"4 17:39:55.244, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03920 srv03913', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03913') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",601498,603800,22903
srv03814.soton.ac.uk,diabetes,"4 17:39:55.241, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03920 srv03913', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03913') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",601498,603800,22903
srv03815.soton.ac.uk,diabetes,"4 17:39:55.255, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03813', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03813') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",601498,603800,22903
srv03816.soton.ac.uk,diabetes,"4 17:39:55.316, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03949 srv03914 srv03943', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03943') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",601498,603800,22903
srv03911.soton.ac.uk,diabetes,"4 17:39:55.273, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03915 srv03922 srv03934', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03934') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",601498,603800,22903
srv03912.soton.ac.uk,diabetes,"4 17:39:55.294, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03915 srv03923 srv03927', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03927') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",601498,603800,22903
srv03913.soton.ac.uk,diabetes,"4 17:39:55.255, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03915 srv03922', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03922') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",601498,603800,22903
srv03914.soton.ac.uk,diabetes,srv03812:1708796395215:1,601498,603800,22903
srv03915.soton.ac.uk,diabetes,"4 17:39:55.286, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03814 srv03912', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03912') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",601498,603800,22903
srv03916.soton.ac.uk,diabetes,232551,601498,603800,22903
srv03917.soton.ac.uk,diabetes,236150,601498,603800,22903
srv03918.soton.ac.uk,diabetes,266539,601498,603800,22903
srv03919.soton.ac.uk,diabetes,266197,601498,603800,22903
srv03920.soton.ac.uk,diabetes,239399,601498,603800,22903
srv03921.soton.ac.uk,diabetes,236158,601498,603800,22903
srv03922.soton.ac.uk,diabetes,224628,601498,603800,22903
srv03923.soton.ac.uk,diabetes,271483,601498,603800,22903
srv03924.soton.ac.uk,diabetes,"4 17:39:55.313, Incoming Query:  select SEARCH_PARAMETERS, DOCUMENT_URL, RELEVANCE from NEW com.ibm.db2j.GaianTable('LTSOLID', 'queryPath=srv03812 srv03915 srv03922 srv03934 srv03955', 'SEARCH_PARAMETERS VARCHAR(255), DOCUMENT_URL VARCHAR(255), RELEVANCE VARCHAR(3)', 'srv03955') GQ WHERE (Search_Parameters = 'diabetes,mailto:sagent0@example.org') AND GDB_QRYID=? AND GDB_QRYSTEPS=? -- GDB_HASH=55ED0D0A",601498,603800,22903
srv03925.soton.ac.uk,diabetes,284741,601498,603800,22903
srv03926.soton.ac.uk,diabetes,297029,601498,603800,22903
srv03927.soton.ac.uk,diabetes,250008,601498,603800,22903
srv03928.soton.ac.uk,diabetes,227667,601498,603800,22903
srv03929.soton.ac.uk,diabetes,248261,601498,603800,22903
srv03930.soton.ac.uk,diabetes,218267,601498,603800,22903
srv03931.soton.ac.uk,diabetes,238383,601498,603800,22903
srv03932.soton.ac.uk,diabetes,265735,601498,603800,22903
srv03933.soton.ac.uk,diabetes,242496,601498,603800,22903
srv03934.soton.ac.uk,diabetes,267249,601498,603800,22903
srv03935.soton.ac.uk,diabetes,244466,601498,603800,22903
srv03936.soton.ac.uk,diabetes,266712,601498,603800,22903
srv03937.soton.ac.uk,diabetes,357961,601498,603800,22903
srv03938.soton.ac.uk,diabetes,225639,601498,603800,22903
srv03939.soton.ac.uk,diabetes,259958,601498,603800,22903
