5	Sixty consecutive breast reconstructions with the inflatable expander: a critical appraisal. Breast reconstruction using inflatable expanders has become an established and preferred technique. Although our knowledge of the biomechanical changes occurring in expanded skin has increased greatly, little information is available regarding average aesthetic results achieved with this technique. In order to eliminate the bias of best case selection reports, this study of 60 consecutive patients undergoing skin-expansion breast reconstruction was undertaken. Results of the study demonstrated a significant frequency and diversity of complications. In particular, immediate breast reconstruction with skin expanders was identified as a high-risk procedure because of its association with skin necrosis and delayed wound healing. Although two procedures--insertion and replacement--had been anticipated, patients from both the Boston and New York groups required approximately three operations to complete the expansion process. Average aesthetic results, often characterized by problems of symmetry, ptosis, and contour, need to be recognized and improved. 
4	Recurrent transient ischemic attacks and stroke in association with an internal carotid artery web Fibromuscular dysplasia is a nonatherosclerotic vascular disease that most commonly affects cervical carotid arteries at the C1-C2 level when cephalic arteries are involved. Several histopathologic and angiographic subtypes of fibromuscular dysplasia exist; most have a benign natural history. We describe the third reported case of a pathologically proven, symptomatic proximal internal carotid artery web and suggest that patients with this lesion are at a higher risk for stroke. 
4	Primary defect in alpha-adrenergic responsiveness in patients with varicose veins. Responsiveness of superficial hand veins to local infusions of noradrenaline was compared in patients with primary varicose veins and in healthy volunteers by use of the dorsal hand vein technique. Patients with varicose veins required significantly higher doses of noradrenaline for half-maximal venoconstriction than the dose required by control subjects (geometric mean, 11.6 ng/min in patients compared with 4.8 ng/min in control subjects; p = 0.006). Noradrenaline responsiveness in varicose veins was not significantly different from hand vein responsiveness in the same patients. Our findings indicate a constitutional decrease in venous alpha-adrenergic receptor responsiveness in patients with varicosities. Dilation of varicose veins does not further affect noradrenaline-induced venoconstriction. 
1	The Van Nes tibial rotationplasty. A functionally viable reconstructive procedure in children who have a tumor of the distal end of the femur. Twelve patients who had a malignant tumor of the distal end of the femur were treated with a Van Nes tibial rotationplasty. The survival rates were comparable with those for above-the-knee amputees and patients who had an endoprosthetic replacement. The results of functional testing showed that these patients performed as well as those who had endoprosthetic replacement and better than those who had above-the-knee amputation. Rotationplasty is therefore a favorable alternative to amputation or endoprosthetic replacement, either as a primary or as a salvage procedure. 
2	Disposition of 5-aminosalicylic acid by olsalazine and three mesalazine preparations in patients with ulcerative colitis: comparison of intraluminal colonic concentrations, serum values, and urinary excretion. To compare the disposition of 5-aminosalicylic acid (5-ASA) and its acetylated metabolite during treatment with olsalazine and mesalazine, 14 patients with inactive ulcerative colitis were randomly assigned to olsalazine (1 g twice daily) and the mesalazines, Asacol (800 + 400 + 800 mg daily), Pentasa (750 + 500 + 750 mg daily), and Salofalk (750 + 500 + 750 mg daily) in a crossover design trial so that all received each drug for seven days. Intraluminal colonic concentrations of 5-ASA were estimated after five days by the method of equilibrium in vivo dialysis of faeces. A predose serum sample and a 24 hour urine collection were obtained on day seven. The 5-ASA and acetyl-5-aminosalicylic acid (Ac-5-ASA) values were determined by high performance liquid chromatography. Olsalazine almost doubled the colonic concentrations (mean 23.7 (SEM) (1.9) mmol/l) of its therapeutically active ingredient (5-ASA) compared with equimolar doses of Pentasa (12.6 (2.2) mmol/l; p less than 0.0003) and Salofalk (15.0 (2.0) mmol/l; p less than 0.003). At the same time, olsalazine treatment was associated with lower serum concentrations and urinary excretions (p less than 0.05) of 5-ASA and Ac-5-ASA compared with the mesalazine preparations. The low systemic load of 5-ASA provided by olsalazine reduces the potential risk of nephrotoxicity during long term treatment. 
1	Treatment of angiomas with sclerosing injection of hydroxypolyethoxydodecan. The authors discuss the indications for hydroxypolyethoxydodecan in the sclerosing treatment of angiomas, with particular reference to cavernous, venous, and evolutive angiomas (ie, immature angiomas that fail to involute by eight to ten months). Moreover, the sclerosing agent may be employed, in connection with embolization and subsequent surgery, in arteriovenous angiomas with a relevant cutaneous-subcutaneous development. The authors have successfully used the "interstitial" sclerosing technique, according to Andrews' method. This technique involves interstitial injections to obtain the sclerosis of the thin threads of fibrous tissue stroma between the blood vessels. The sclerosing therapy may cause the complete regression of "low flow" angiomas or, at least, a partial reduction that simplifies the ensuing surgical excision. In the case of partial regression of the angioma obtained with the sclerosing therapy, the surgery of the remaining angioma causes a lesser degree of bleeding (especially in areas that do not particularly lend themselves to surgical exploration, ie, the oral cavity); an increased reliability in the radicality of the intervention (due also to the reduced size of the lesion); and better results from an aesthetic-functional point of view. 
4	Cystic medionecrosis of the coronary arteries and fatal coronary vasospasm. The histopathological basis of coronary vasospasm is not well defined. We report a patient with directly observed coronary artery spasm in whom cystic medionecrosis of the coronary arteries and great vessels and myxomatous degeneration of the mitral valve were evident. We suggest that myxoid connective tissue lesions of the heart may be linked to coronary vasospasm. 
3	Natural history of progressive ischemic stroke in a population treated with heparin Data on the acute natural history of progressive stroke with or without heparin treatment are limited. To define the acute course of patients treated with heparin for progressive stroke, we examined the charts of 69 such patients identified through the Cornell Neurology Database from October 1979 to June 1985. Analysis included determining whether further clinical deterioration or hemorrhagic complications were associated with readily identifiable clinical or laboratory variables. Twenty-five patients (36%) continued to deteriorate while receiving heparin, another two (3%) worsened due to intracerebral hemorrhage, and a total of 10 patients (14%) had bleeding complications. No clinical features or heparin dosing regimens distinguished the patients likely to benefit from heparin. Clinical progression or hemorrhage did not correlate with the level of anticoagulation as measured by the average heparin dose per day or the mean partial thromboplastin time. Without unequivocal evidence demonstrating heparin's ineffectiveness for progressive stroke, many clinicians managing such patients will continue to use heparin. Our results suggest that this decision should not be governed by such clinical features as a patient's age or sex or by the vascular distribution of the stroke. Furthermore, frequent measurement of and overzealous efforts to adjust the partial thromboplastin time may be unnecessary since it does not correlate with outcome. 
5	Nasal valve malfunction resulting from resection of cancer. Following cancer resection of the nasal unit, nasal valve malfunction is manifested by the symptoms of nasal stuffiness or difficulty getting air into the nostril. These symptoms occur in cases in which the resection is in the alar crease at the junction with the lateral sidewall of the nose. Wound scar contracture elevates the alar margin and causes the alar and lateral cartilages to move inward forming a visible and palpable shelf on the lateral wall of the nasal vestibule. This displacement of the alar and lateral cartilages and the rigid scar formed between these cartilages render the nasal valve immobile. Since it is easier to prevent nasal valve malfunction than to repair it later, wounds that bridge the alar crease or are located in either the alae or lateral sidewall and come within 1 mm of the alar crease with a total diameter of 1.0 cm should be repaired to prevent nasal valve malfunction. In the process of repairing deep defects, the overlapping region of the lateral crus of the alar cartilage and the lateral cartilage may be stabilized by a conchal cartilage graft. This cartilage graft may be used in combination with reconstruction of the nasal skin with a forehead flap and repair of the nasal lining. In the event that the nasal lining is intact, the cartilage graft may be used with a full-thickness skin graft. 
4	A blood-liquid interface for prolonged extracorporeal oxygenation with excellent antithrombogenicity. The authors verified the excellent antithrombogenicity of a blood-liquid interface (BLI) and introduced an oxygenator based on the principle of gas exchange across direct BLI. In a newly developed oxygenator, three layers of liquid flowed horizontally, contacting one another: O2 saturated silicone oil on the top, O2 saturated fluorcarbon at the bottom, and blood in the middle. Gas exchange was carried out across both direct BLIs. This system provided excellent antithrombogenicity as well as good gas exchange. The results indicate that this method will become a promising modality for prolonged extracorporeal oxygenation. 
1	Genetic mechanisms of tumor suppression by the human p53 gene. Mutations of the gene encoding p53, a 53-kilodalton cellular protein, are found frequently in human tumor cells, suggesting a crucial role for this gene in human oncogenesis. To model the stepwise mutation or loss of both p53 alleles during tumorigenesis, a human osteosarcoma cell line, Saos-2, was used that completely lacked endogenous p53. Single copies of exogenous p53 genes were then introduced by infecting cells with recombinant retroviruses containing either point-mutated or wild-type versions of the p53 cDNA sequence. Expression of wild-type p53 suppressed the neoplastic phenotype of Saos-2 cells, whereas expression of mutated p53 conferred a limited growth advantage to cells in the absence of wild-type p53. Wild-type p53 was phenotypically dominant to mutated p53 in a two-allele configuration. These results suggest that, as with the retinoblastoma gene, mutation of both alleles of the p53 gene is essential for its role in oncogenesis. 
5	The human immunodeficiency virus type 1 polyadenylylation signal: a 3' long terminal repeat element upstream of the AAUAAA necessary for efficient polyadenylylation. Several polyadenylylation (PA) signals containing elements upstream of the AAUAAA have recently been characterized. Similar to PA elements found downstream of the AAUAAA, the upstream elements function to increase efficiency of AAUAAA use as a signal for cleavage and PA. Using deletion and linker scanning mutations we show that the PA signal of human immunodeficiency virus type 1 contains upstream elements transcribed from the U3 region of the 3' long terminal repeat. The element that has the greatest effect on PA site use lies 77 to 94 nucleotides upstream of the AAUAAA, between the TATA element and the transcriptional initiation site. Mutations in the adjacent region, between 59 and 76 nucleotides upstream of the AAUAAA, have a smaller effect on PA efficiency. Mutations in a region further upstream, between 141 and 176 nucleotides upstream of the AAUAAA, also affected PA modestly. Functional similarity between upstream elements was indicated by the ability of the human immunodeficiency virus upstream region to replace the upstream region of the simian virus 40 late PA signal. The sequence of the major upstream element of human immunodeficiency virus is uracil-rich, analogous to many defined downstream PA elements. This fact may imply that upstream and downstream elements have similar mechanisms of action. 
4	Use of a computerized closed-loop sodium nitroprusside titration system for antihypertensive treatment after open heart surgery. This study evaluates the clinical applicability of administering sodium nitroprusside by a closed-loop titration system compared with a manually adjusted system. The mean arterial pressure (MAP) was registered every 10 and 30 sec during the first 150 min after open heart surgery in 20 patients (group 1: computer regulation) and in ten patients (group 2: manual regulation). The results (16,343 and 2,912 data points in groups 1 and 2, respectively), were then analyzed in four time frames and five pressure ranges to indicate clinical efficacy. Sixty percent of the measured MAP in both groups was within the desired +/- 10% during the first 10 min. Thereafter until the end of observation, the MAP was maintained within +/- 10% of the desired set-point 90% of the time in group 1 vs. 60% of the time in group 2. One percent and 11% of data points were +/- 20% from the set-point in groups 1 and 2, respectively (p less than .05, chi-square test). The computer-assisted therapy provided better control of MAP, was safe to use, and helped to reduce nursing demands. 
3	Fetal choroid plexus cysts: a prospective study and review of the literature. To determine the incidence and significance of fetal choroid plexus cysts, a prospective study was carried out at Queen's Medical Centre, Nottingham. The incidence of cysts was found to be 0.42% and the size of cysts varied from 3 to 13 mm with a mean diameter of 6.2 mm. Choroid plexus cysts were associated with other fetal abnormalities in three cases, two of which were subsequently found to have a chromosomal abnormality, one Trisomy 18 and one Trisomy 21. A review of the reported cases of choroid plexus cysts reveals an overall incidence of 5.8% for Trisomy 18. We therefore recommend that in patients with choroid plexus cysts a detailed scan should be carried out to look for the ultrasound markers of Trisomy 18. If there is an associated abnormality or cysts are large (13 mm or greater in diameter) and bilateral then a karyotyping should be carried out. 
5	Pyloric deformation from peptic disease. Radiographic evidence for incompetence rather than obstruction. We have used double-contrast radiographic techniques to clarify what changes in the configuration and movements of the gastroduodenal junction result when peptic lesions involve the distal gastric segment between the proximal (PPL) and the distal pyloric muscle loop (DPL). Among 50 cases of pyloric ulceration diagnosed during a four-year study period, 18 cases fulfilled all study criteria. Ulcers maintained a consistent location with regard to the muscular structures of the pylorus, and by affecting these structures, led to many strange deformations of the gastric outlet including permanent pseudodiverticula and reversal of pyloric angulation. The most common site for peptic lesions in the pyloric segment was the protuberance of the lesser curvature called the pyloric torus; many torus lesions extended into and destroyed the DPL. This led to widening of the gastric outlet and radiographic evidence of increased duodenogastric reflux. Pyloric closure was further impaired in this setting because the mucosa no longer prolapsed into the gastric outlet and did not occlude the pyloric lumen as it normally does. Less common lesions involved the greater curvature and the PPL. In one patient, scarring of the PPL led to an antral web and gastric hyperperistalsis. This was the only patient who required operation for chronic gastric outlet obstruction. One-third of the 18 patients had reflux esophagitis in addition to peptic pyloric disease. In most patients without additional ulcerogenic risk factors, treatment with antisecretory agents led to the healing of ulcer craters. We conclude that the morphologic and functional changes of the gastric outlet caused by peptic lesions depend, in part, on the effect the ulcer has on the underlying pyloric musculature. 
5	Scoliosis in trisomy 18. Patients with trisomy 18 typically present with multiple congenital anomalies and most die within the first year. However, long-term survivors are not uncommon. Seventeen patients with trisomy 18 were evaluated to study the development of scoliosis associated with this disorder. There were 13 females and 4 males with ages ranging from birth to 22 years. Twelve patients died by age 2. None developed scoliosis or had vertebral anomalies. The five patients who survived beyond age 2 developed scoliosis. Curve progression was demonstrated in the patients who returned for follow-up. Bracing was not well tolerated in two patients with curves of 48 degrees and 58 degrees. Both had poor motor control and sitting ability. One patient with a 30 degree curve was successfully managed by bracing. Another patient with a severe scoliosis was successfully fused with anterior and posterior instrumentation. Patients with trisomy 18 should be carefully evaluated for scoliosis. Scoliosis in the older child, surviving beyond age 2, may be progressive and difficult to manage. 
5	Single-stage laryngotracheal reconstruction. The mainstay for repairing subglottic and tracheal stenosis has been the rib graft with prolonged stenting. A refinement of this treatment was the use of the anterior cricoid decompression (split). We present single-stage reconstruction of the airway as an additional refinement of the laryngotracheoplasty. This article describes the experience of two institutions with single-stage reconstruction and offers some observations on the principles of the technique. 
4	Giant-cell arteritis of the uterus with associated temporal arteritis: a case report. Giant-cell arteritis involving the uterus was identified incidentally upon hysterectomy and anterior colporrhaphy for uterine prolapse. Subsequently, the patient was found to have giant-cell temporal arteritis presenting with fever of unknown origin. Fourteen previous cases involving the female genital tract have been reported. There appears to be an association between constitutional symptoms of fever, weight loss, malaise, headache, and polymyalgia rheumatica in elderly women with uterine prolapse and giant-cell arteritis of the genital tract. The rare presentation of giant-cell arteritis in the female genital tract does not support invasive costly evaluation in asymptomatic patients. However, a thorough investigation for involvement of other sites, including appropriate treatment for generalized disease, should be undertaken. 
4	The determinants and prognostic significance of serum uric acid in elderly patients of the European Working Party on High Blood Pressure in the Elderly trial. Determinants and risks associated with serum uric acid were investigated in 822 elderly hypertensive patients treated with hydrochlorothiazide and triamterene or placebo. Pretreatment serum uric acid levels were significantly higher in men than in women and had positive correlation with serum creatinine. After adjustment for serum creatinine, positive correlations of serum uric acid with body weight and fasting blood glucose in women and with serum cholesterol in men were significant. During follow-up, serum uric acid increased significantly in the treated patients, but remained unchanged in the placebo group. Total, cardiovascular, and noncardiovascular mortality were unrelated to initial serum uric acid levels. One placebo patient and seven treated patients developed gout. Of those seven, most were male patients and had significantly higher serum levels of uric acid and creatinine than the other patients. Gender and renal function were the major determinants of serum uric acid in elderly hypertensive patients. 
1	Primary de novo adenocarcinoma of the colon measuring 8 mm in diameter with lymph node metastases. Report of a case. Colonic adenocarcinomas measuring less than 10 mm are rare. Herein, we report a carcinoma measuring 8 mm in diameter associated with subserosal extension through a "locus minoris resistentiae" and metastases to lymph nodes, an association not previously reported. No residual adenomatous tissue was found, suggesting a de novo carcinoma. 
5	Extensive peripheral retinectomy combined with posterior 360 degrees retinotomy for retinal reattachment in advanced proliferative vitreoretinopathy cases. Posterior 360 degrees retinotomy in conjunction with extensive peripheral retinectomy was necessary for retinal reattachment in 18 eyes. A visual acuity of 20/400 or better was achieved in 22% of the patients; in patients with rubeosis, regression was found in 89%. Of the hypotonus eyes, preoperatively 78% were normotensive postoperatively after removal of anterior proliferative vitreoretinopathy (PVR) covering ciliary epithelium. The major intraoperative complication was hemorrhage, which could be readily controlled. Recurrent retinal detachment (RD) occurred in 39% and reproliferation in 50% of the patients. 
3	Early diagnosis and survival of ruptured abdominal aortic aneurysms. The hospital records of patients treated with ruptured abdominal aortic aneurysm in a recent 5-year period were reviewed to collect data on factors which may be associated with mortality. Overall mortality was 62%. Patients with intraperitoneal rupture had a higher mortality (97%) than patients with retroperitoneal rupture (25%). Patients at increased risk were older than 80 years, presented with syncope, experienced a short duration of symptoms prior to emergency department (ED) arrival, had initial systolic blood pressure less than 90 mm Hg, and/or initial hemoglobin level less than eight on arrival at the ED and delay in beginning surgery. Multivariate analysis demonstrated preoperative blood pressure, preoperative hemoglobin, presence of syncope, and the amount of blood transfused were largely reflections of the type of rupture and had only slight independent relationship to mortality. The authors concluded that treating emergency physicians and surgeons have little control over the most important risk factors for mortality after aneurysm rupture, but may improve the prognosis by expediting diagnosis in the ED and surgical therapy. 
4	Embolization with particles in thoracic intramedullary arteriovenous malformations: long-term angiographic and clinical results. To evaluate the long-term results of endovascular treatment with particles in the management of thoracic intramedullary arteriovenous malformations (AVMs), the authors retrospectively reviewed the angiographic and clinical findings in 35 patients. Follow-up was 1-15 years (mean, 6 years) in 28 patients and 6-10 months (mean, 7 months) in seven. A total of 158 embolization procedures were performed in 35 patients. Revascularization occurred frequently, necessitating multiple endovascular sessions. Long-term clinical evaluation showed clinical improvement, compared with the initial status before treatment, in 63% of the patients. Clinical aggravation due to embolization was observed in seven patients (20%) after 12 of the 158 endovascular sessions (8%). These results are better than those reported after surgery and indicate that embolization with particles is an efficient and safe tool in the treatment of thoracic intramedullary AVMs. 
4	Quadricuspid aortic valve and aortic regurgitation diagnosed by Doppler echocardiography: report of two cases and review of the literature. Two cases of patients with quadricuspid aortic valve diagnosed by Doppler echocardiography are presented. Aortic regurgitation was detected by pulsed Doppler echocardiography in both patients. Because they were young patients, this aortic regurgitation indicated that aortic regurgitation is not necessarily a late-developing event, as has been thought previously. 
